województwo;gmina;TERYT gminy;podano;liczba uprawnionych;liczba wydanych kart
lubelskie;gm. Głusk;"=""060905""";6;7715;4000
lubelskie;gm. Jabłonna;"=""060906""";6;6321;5239
lubelskie;gm. Jastków;"=""060907""";8;10616;4197
lubelskie;gm. Konopnica;"=""060908""";6;10377;120
lubelskie;gm. Krzczonów;"=""060909""";6;3990;1027
lubelskie;gm. Niedrzwica Duża;"=""060910""";9;9101;3985
lubelskie;gm. Niemce;"=""060911""";11;14728;5192
lubelskie;gm. Strzyżewice;"=""060912""";7;6165;2340
lubelskie;gm. Wojciechów;"=""060913""";6;4844;4300
lubelskie;gm. Wólka;"=""060914""";9;8533;1885
lubelskie;gm. Wysokie;"=""060915""";6;2568;1695
lubelskie;gm. Zakrzew;"=""060916""";4;2608;1400
lubelskie;gm. Cyców;"=""061001""";12;6147;1454
lubelskie;gm. Ludwin;"=""061002""";5;4208;533
lubelskie;gm. Łęczna;"=""061003""";15;19123;7590
lubelskie;gm. Milejów;"=""061004""";9;7384;2829
lubelskie;gm. Puchaczów;"=""061005""";6;4347;900
lubelskie;gm. Spiczyn;"=""061006""";5;4104;815
lubelskie;m. Łuków;"=""061101""";21;24206;7338
lubelskie;m. Stoczek Łukowski;"=""061102""";2;2181;1350
lubelskie;gm. Adamów;"=""061103""";7;4698;2006
lubelskie;gm. Krzywda;"=""061104""";8;8281;5820
lubelskie;gm. Łuków;"=""061105""";15;13249;6163
lubelskie;gm. Serokomla;"=""061106""";5;3337;1685
lubelskie;gm. Stanin;"=""061107""";9;7693;1548
lubelskie;gm. Stoczek Łukowski;"=""061108""";10;6579;4229
lubelskie;gm. Trzebieszów;"=""061109""";7;5937;1854
lubelskie;gm. Wojcieszków;"=""061110""";8;5548;2774
lubelskie;gm. Wola Mysłowska;"=""061111""";4;4043;1379
lubelskie;gm. Chodel;"=""061201""";5;5372;2060
lubelskie;gm. Józefów nad Wisłą;"=""061202""";6;5591;1342
lubelskie;gm. Karczmiska;"=""061203""";6;4803;442
lubelskie;gm. Łaziska;"=""061204""";6;4094;1223
lubelskie;gm. Opole Lubelskie;"=""061205""";16;14462;5792
lubelskie;gm. Poniatowa;"=""061206""";11;12060;2130
lubelskie;gm. Wilków;"=""061207""";8;3847;2577
lubelskie;gm. Dębowa Kłoda;"=""061301""";4;3326;1965
lubelskie;gm. Jabłoń;"=""061302""";6;3199;486
lubelskie;gm. Milanów;"=""061303""";5;3310;1260
lubelskie;gm. Parczew;"=""061304""";11;12295;2563
lubelskie;gm. Podedwórze;"=""061305""";3;1492;960
lubelskie;gm. Siemień;"=""061306""";4;3906;1327
lubelskie;gm. Sosnowica;"=""061307""";4;2266;1588
lubelskie;m. Puławy;"=""061401""";23;49270;10130
lubelskie;gm. Baranów;"=""061402""";6;3387;771
lubelskie;gm. Janowiec;"=""061403""";3;3100;550
lubelskie;gm. Kazimierz Dolny;"=""061404""";5;5766;3200
lubelskie;gm. Końskowola;"=""061405""";10;7464;4474
lubelskie;gm. Kurów;"=""061406""";7;6957;2081
lubelskie;gm. Markuszów;"=""061407""";4;2469;320
lubelskie;gm. Nałęczów;"=""061408""";10;7468;3800
lubelskie;gm. Puławy;"=""061409""";9;9711;3330
lubelskie;gm. Wąwolnica;"=""061410""";5;7210;5570
lubelskie;gm. Żyrzyn;"=""061411""";9;5461;4340
lubelskie;m. Radzyń Podlaski;"=""061501""";9;12970;5462
lubelskie;gm. Borki;"=""061502""";5;4901;751
lubelskie;gm. Czemierniki;"=""061503""";5;3687;1432
lubelskie;gm. Kąkolewnica;"=""061504""";8;6712;3470
lubelskie;gm. Komarówka Podlaska;"=""061505""";5;3793;825
lubelskie;gm. Radzyń Podlaski;"=""061506""";9;6581;1183
lubelskie;gm. Ulan-Majorat;"=""061507""";6;4890;2370
lubelskie;gm. Wohyń;"=""061508""";6;5720;591
lubelskie;m. Dęblin;"=""061601""";17;13586;3354
lubelskie;gm. Kłoczew;"=""061602""";8;5885;2750
lubelskie;gm. Nowodwór;"=""061603""";7;3388;2455
lubelskie;gm. Ryki;"=""061604""";25;16936;5412
lubelskie;gm. Stężyca;"=""061605""";7;4435;1110
lubelskie;gm. Ułęż;"=""061606""";7;2801;1182
lubelskie;m. Świdnik;"=""061701""";21;32634;6357
lubelskie;gm. Mełgiew;"=""061702""";7;7357;1767
lubelskie;gm. Piaski;"=""061703""";12;4050;4050
lubelskie;gm. Rybczewice;"=""061704""";5;3023;2024
lubelskie;gm. Trawniki;"=""061705""";6;7307;1400
lubelskie;m. Tomaszów Lubelski;"=""061801""";11;16809;4063
lubelskie;gm. Bełżec;"=""061802""";4;2773;224
lubelskie;gm. Jarczów;"=""061803""";4;3018;1991
lubelskie;gm. Krynice;"=""061804""";5;2840;2175
lubelskie;gm. Lubycza Królewska;"=""061805""";6;5365;843
lubelskie;gm. Łaszczów;"=""061806""";11;5294;1849
lubelskie;gm. Rachanie;"=""061807""";9;4560;650
lubelskie;gm. Susiec;"=""061808""";7;6417;2553
lubelskie;gm. Tarnawatka;"=""061809""";5;3297;421
lubelskie;gm. Telatyn;"=""061810""";5;3502;1370
lubelskie;gm. Tomaszów Lubelski;"=""061811""";13;9199;2484
lubelskie;gm. Tyszowce;"=""061812""";8;5676;3850
lubelskie;gm. Ulhówek;"=""061813""";9;4190;757
lubelskie;m. Włodawa;"=""061901""";5;11254;5012
lubelskie;gm. Hanna;"=""061902""";4;2635;1150
lubelskie;gm. Hańsk;"=""061903""";4;3111;515
lubelskie;gm. Stary Brus;"=""061904""";4;1787;1405
lubelskie;gm. Urszulin;"=""061905""";5;3445;815
lubelskie;gm. Włodawa;"=""061906""";12;4958;1504
lubelskie;gm. Wola Uhruska;"=""061907""";6;3369;1056
lubelskie;gm. Wyryki;"=""061908""";6;2258;1160
lubelskie;gm. Adamów;"=""062001""";5;4027;1117
lubelskie;gm. Grabowiec;"=""062002""";4;3636;3125
lubelskie;gm. Komarów-Osada;"=""062003""";8;4414;2100
lubelskie;gm. Krasnobród;"=""062004""";10;5897;2463
lubelskie;gm. Łabunie;"=""062005""";7;5105;737
lubelskie;gm. Miączyn;"=""062006""";8;4965;1983
lubelskie;gm. Nielisz;"=""062007""";7;4826;601
lubelskie;gm. Radecznica;"=""062008""";6;4923;2326
lubelskie;gm. Sitno;"=""062009""";6;5584;1457
lubelskie;gm. Skierbieszów;"=""062010""";6;4432;2355
lubelskie;gm. Stary Zamość;"=""062011""";6;8426;3704
lubelskie;gm. Sułów;"=""062012""";5;3961;2052
lubelskie;gm. Szczebrzeszyn;"=""062013""";10;9655;5300
lubelskie;gm. Zamość;"=""062014""";21;18358;6146
lubelskie;gm. Zwierzyniec;"=""062015""";5;5853;880
lubelskie;m. Biała Podlaska;"=""066101""";27;44892;13544
lubelskie;m. Chełm;"=""066201""";34;54618;17620
lubelskie;m. Lublin;"=""066301""";187;268335;26305
lubelskie;m. Zamość;"=""066401""";30;52626;15407
lubuskie;m. Kostrzyn nad Odrą;"=""080101""";15;13525;1500
lubuskie;gm. Bogdaniec;"=""080102""";5;5522;2700
lubuskie;gm. Deszczno;"=""080103""";5;7126;1907
lubuskie;gm. Kłodawa;"=""080104""";8;7299;922
lubuskie;gm. Lubiszyn;"=""080105""";7;5447;350
lubuskie;gm. Santok;"=""080106""";8;6523;2711
lubuskie;gm. Witnica;"=""080107""";10;10173;2457
lubuskie;m. Gubin;"=""080201""";9;13382;2000
lubuskie;gm. Bobrowice;"=""080202""";3;2641;1136
lubuskie;gm. Bytnica;"=""080203""";2;2049;150
lubuskie;gm. Dąbie;"=""080204""";7;4004;1164
lubuskie;gm. Gubin;"=""080205""";11;5841;2650
lubuskie;gm. Krosno Odrzańskie;"=""080206""";13;13717;2943
lubuskie;gm. Maszewo;"=""080207""";2;2354;300
lubuskie;gm. Bledzew;"=""080301""";6;3624;1300
lubuskie;gm. Międzyrzecz;"=""080302""";19;20436;9232
lubuskie;gm. Przytoczna;"=""080303""";6;4524;1028
lubuskie;gm. Pszczew;"=""080304""";6;3378;2550
lubuskie;gm. Skwierzyna;"=""080305""";11;10024;4012
lubuskie;gm. Trzciel;"=""080306""";4;5016;1170
lubuskie;m. Nowa Sól;"=""080401""";19;31178;7658
lubuskie;gm. Bytom Odrzański;"=""080402""";2;4358;2500
lubuskie;gm. Kolsko;"=""080403""";2;2652;1234
lubuskie;gm. Kożuchów;"=""080404""";11;12889;4399
lubuskie;gm. Nowa Sól;"=""080405""";5;5482;2900
lubuskie;gm. Nowe Miasteczko;"=""080406""";7;4416;3331
lubuskie;gm. Otyń;"=""080407""";4;5348;1770
lubuskie;gm. Siedlisko;"=""080408""";2;2780;2362
lubuskie;gm. Cybinka;"=""080501""";5;5096;683
lubuskie;gm. Górzyca;"=""080502""";4;3327;1200
lubuskie;gm. Ośno Lubuskie;"=""080503""";4;5178;4210
lubuskie;gm. Rzepin;"=""080504""";5;7886;1620
lubuskie;gm. Słubice;"=""080505""";16;15191;3665
lubuskie;gm. Dobiegniew;"=""080601""";5;5943;597
lubuskie;gm. Drezdenko;"=""080602""";13;13913;2078
lubuskie;gm. Stare Kurowo;"=""080603""";4;3351;425
lubuskie;gm. Strzelce Krajeńskie;"=""080604""";10;12626;3805
lubuskie;gm. Zwierzyn;"=""080605""";4;3522;2105
lubuskie;gm. Krzeszyce;"=""080701""";3;3783;1150
lubuskie;gm. Lubniewice;"=""080702""";4;2608;973
lubuskie;gm. Słońsk;"=""080703""";4;3803;2600
lubuskie;gm. Sulęcin;"=""080704""";15;12407;7600
lubuskie;gm. Torzym;"=""080705""";6;5387;1506
lubuskie;gm. Lubrza;"=""080801""";2;2852;2112
lubuskie;gm. Łagów;"=""080802""";3;4242;388
lubuskie;gm. Skąpe;"=""080803""";3;3988;390
lubuskie;gm. Szczaniec;"=""080804""";3;3118;718
lubuskie;gm. Świebodzin;"=""080805""";19;23798;1900
lubuskie;gm. Zbąszynek;"=""080806""";5;6712;1200
lubuskie;gm. Babimost;"=""080901""";4;5020;375
lubuskie;gm. Bojadła;"=""080902""";3;2707;550
lubuskie;gm. Czerwieńsk;"=""080903""";7;7710;538
lubuskie;gm. Kargowa;"=""080904""";3;4689;3850
lubuskie;gm. Nowogród Bobrzański;"=""080905""";6;7529;1865
lubuskie;gm. Sulechów;"=""080906""";15;20788;7936
lubuskie;gm. Świdnica;"=""080907""";4;5172;745
lubuskie;gm. Trzebiechów;"=""080908""";5;2649;319
lubuskie;gm. Zabór;"=""080909""";3;3197;440
lubuskie;m. Gozdnica;"=""081001""";3;2715;799
lubuskie;m. Żagań;"=""081002""";13;20881;4897
lubuskie;gm. Brzeźnica;"=""081003""";4;3024;2146
lubuskie;gm. Iłowa;"=""081004""";6;5794;1660
lubuskie;gm. Małomice;"=""081005""";3;4640;1740
lubuskie;gm. Niegosławice;"=""081006""";3;3629;1300
lubuskie;gm. Szprotawa;"=""081007""";12;17104;5745
lubuskie;gm. Wymiarki;"=""081008""";2;1800;444
lubuskie;gm. Żagań;"=""081009""";7;5685;3792
lubuskie;m. Łęknica;"=""081101""";2;1987;730
lubuskie;m. Żary;"=""081102""";21;30735;3545
lubuskie;gm. Brody;"=""081103""";3;2751;683
lubuskie;gm. Jasień;"=""081104""";4;5815;773
lubuskie;gm. Lipinki Łużyckie;"=""081105""";4;2611;236
lubuskie;gm. Lubsko;"=""081106""";11;15775;2555
lubuskie;gm. Przewóz;"=""081107""";3;2587;1900
lubuskie;gm. Trzebiel;"=""081108""";5;4607;1175
lubuskie;gm. Tuplice;"=""081109""";2;2606;260
lubuskie;gm. Żary;"=""081110""";8;9429;955
lubuskie;gm. Sława;"=""081201""";12;9889;895
lubuskie;gm. Szlichtyngowa;"=""081202""";4;4050;1082
lubuskie;gm. Wschowa;"=""081203""";15;17108;17108
lubuskie;m. Gorzów Wielkopolski;"=""086101""";63;97492;44589
lubuskie;m. Zielona Góra;"=""086201""";72;106974;24058
łódzkie;m. Bełchatów;"=""100101""";26;48046;7209
łódzkie;gm. Bełchatów;"=""100102""";9;8707;1250
łódzkie;gm. Drużbice;"=""100103""";6;4253;638
łódzkie;gm. Kleszczów;"=""100104""";4;4233;635
łódzkie;gm. Kluki;"=""100105""";3;3485;1050
łódzkie;gm. Rusiec;"=""100106""";5;4289;644
łódzkie;gm. Szczerców;"=""100107""";7;6527;981
łódzkie;gm. Zelów;"=""100108""";9;12173;1902
łódzkie;m. Kutno;"=""100201""";21;37521;12661
łódzkie;gm. Bedlno;"=""100202""";5;4616;1770
łódzkie;gm. Dąbrowice;"=""100203""";4;1624;977
łódzkie;gm. Krośniewice;"=""100204""";9;7190;2197
łódzkie;gm. Krzyżanów;"=""100205""";4;3598;920
łódzkie;gm. Kutno;"=""100206""";8;6425;1120
łódzkie;gm. Łanięta;"=""100207""";2;1912;611
łódzkie;gm. Nowe Ostrowy;"=""100208""";4;3005;1740
łódzkie;gm. Oporów;"=""100209""";2;2213;400
łódzkie;gm. Strzelce;"=""100210""";4;3351;160
łódzkie;gm. Żychlin;"=""100211""";9;10359;1170
łódzkie;gm. Buczek;"=""100301""";5;4077;389
łódzkie;gm. Łask;"=""100302""";19;22891;11974
łódzkie;gm. Sędziejowice;"=""100303""";7;5262;526
łódzkie;gm. Widawa;"=""100304""";7;6335;1872
łódzkie;gm. Wodzierady;"=""100305""";2;2746;900
łódzkie;m. Łęczyca;"=""100401""";9;11933;7284
łódzkie;gm. Daszyna;"=""100402""";2;3369;1435
łódzkie;gm. Góra Świętej Małgorzaty;"=""100403""";5;3599;2950
łódzkie;gm. Grabów;"=""100404""";7;5152;2431
łódzkie;gm. Łęczyca;"=""100405""";8;7030;2163
łódzkie;gm. Piątek;"=""100406""";5;5095;1297
łódzkie;gm. Świnice Warckie;"=""100407""";4;3320;2200
łódzkie;gm. Witonia;"=""100408""";4;2892;932
łódzkie;m. Łowicz;"=""100501""";21;23749;5230
łódzkie;gm. Bielawy;"=""100502""";6;4634;853
łódzkie;gm. Chąśno;"=""100503""";3;2468;216
łódzkie;gm. Domaniewice;"=""100504""";3;3750;1148
łódzkie;gm. Kiernozia;"=""100505""";3;2908;955
łódzkie;gm. Kocierzew Południowy;"=""100506""";3;3553;171
łódzkie;gm. Łowicz;"=""100507""";8;6197;2236
łódzkie;gm. Łyszkowice;"=""100508""";8;5431;2675
łódzkie;gm. Nieborów;"=""100509""";8;7739;1784
łódzkie;gm. Zduny;"=""100510""";4;4892;1092
łódzkie;gm. Andrespol;"=""100602""";14;10266;1293
łódzkie;gm. Brójce;"=""100603""";5;5905;4895
łódzkie;gm. Koluszki;"=""100607""";23;18982;5164
łódzkie;gm. Nowosolna;"=""100608""";6;3698;610
łódzkie;gm. Rzgów;"=""100610""";7;7778;3949
łódzkie;gm. Tuszyn;"=""100611""";16;9929;4466
łódzkie;gm. Białaczów;"=""100701""";5;4790;718
łódzkie;gm. Drzewica;"=""100702""";12;8831;1323
łódzkie;gm. Mniszków;"=""100703""";4;4198;555
łódzkie;gm. Opoczno;"=""100704""";25;28210;5608
łódzkie;gm. Paradyż;"=""100705""";4;3568;536
łódzkie;gm. Poświętne;"=""100706""";4;2803;420
łódzkie;gm. Sławno;"=""100707""";8;6025;880
łódzkie;gm. Żarnów;"=""100708""";8;5032;753
łódzkie;m. Konstantynów Łódzki;"=""100801""";11;14478;1314
łódzkie;m. Pabianice;"=""100802""";46;54307;45900
łódzkie;gm. Dłutów;"=""100803""";4;3569;350
łódzkie;gm. Dobroń;"=""100804""";6;6014;2981
łódzkie;gm. Ksawerów;"=""100805""";6;6137;2923
łódzkie;gm. Lutomiersk;"=""100806""";7;6364;1978
łódzkie;gm. Pabianice;"=""100807""";5;5284;2646
łódzkie;gm. Działoszyn;"=""100901""";7;10369;6791
łódzkie;gm. Kiełczygłów;"=""100902""";3;3516;622
łódzkie;gm. Nowa Brzeźnica;"=""100903""";4;3923;596
łódzkie;gm. Pajęczno;"=""100904""";5;9699;4500
łódzkie;gm. Rząśnia;"=""100905""";5;3937;1700
łódzkie;gm. Siemkowice;"=""100906""";4;3990;740
łódzkie;gm. Strzelce Wielkie;"=""100907""";3;3877;970
łódzkie;gm. Sulmierzyce;"=""100908""";5;3712;2600
łódzkie;gm. Aleksandrów;"=""101001""";5;3763;565
łódzkie;gm. Czarnocin;"=""101002""";4;3274;491
łódzkie;gm. Gorzkowice;"=""101003""";9;6908;2338
łódzkie;gm. Grabica;"=""101004""";5;4843;727
łódzkie;gm. Łęki Szlacheckie;"=""101005""";4;2967;446
łódzkie;gm. Moszczenica;"=""101006""";8;10202;1531
łódzkie;gm. Ręczno;"=""101007""";4;3043;456
łódzkie;gm. Rozprza;"=""101008""";8;9612;1442
łódzkie;gm. Sulejów;"=""101009""";11;13135;1970
łódzkie;gm. Wola Krzysztoporska;"=""101010""";8;9350;1403
łódzkie;gm. Wolbórz;"=""101011""";6;6285;944
łódzkie;gm. Dalików;"=""101101""";5;3143;1520
łódzkie;gm. Pęczniew;"=""101102""";5;2980;1223
łódzkie;gm. Poddębice;"=""101103""";17;12848;5361
łódzkie;gm. Uniejów;"=""101104""";6;6227;1830
łódzkie;gm. Wartkowice;"=""101105""";9;5100;2260
łódzkie;gm. Zadzim;"=""101106""";6;4319;169
łódzkie;m. Radomsko;"=""101201""";22;38845;5828
łódzkie;gm. Dobryszyce;"=""101202""";3;3443;517
łódzkie;gm. Gidle;"=""101203""";6;5281;793
łódzkie;gm. Gomunice;"=""101204""";5;4841;727
łódzkie;gm. Kamieńsk;"=""101205""";5;4945;742
łódzkie;gm. Kobiele Wielkie;"=""101206""";4;3629;544
łódzkie;gm. Kodrąb;"=""101207""";6;3855;578
łódzkie;gm. Lgota Wielka;"=""101208""";4;3553;533
łódzkie;gm. Ładzice;"=""101209""";4;3829;574
łódzkie;gm. Masłowice;"=""101210""";4;3553;533
łódzkie;gm. Przedbórz;"=""101211""";5;6070;911
łódzkie;gm. Radomsko;"=""101212""";6;4577;687
łódzkie;gm. Wielgomłyny;"=""101213""";6;3952;593
łódzkie;gm. Żytno;"=""101214""";4;4497;322
łódzkie;m. Rawa Mazowiecka;"=""101301""";8;14475;7320
łódzkie;gm. Biała Rawska;"=""101302""";7;9340;3230
łódzkie;gm. Cielądz;"=""101303""";3;3299;557
łódzkie;gm. Rawa Mazowiecka;"=""101304""";5;7009;3300
łódzkie;gm. Regnów;"=""101305""";1;1510;400
łódzkie;gm. Sadkowice;"=""101306""";4;4576;1238
łódzkie;m. Sieradz;"=""101401""";23;34989;10052
łódzkie;gm. Błaszki;"=""101402""";11;12157;3300
łódzkie;gm. Brąszewice;"=""101403""";4;3571;1050
łódzkie;gm. Brzeźnio;"=""101404""";5;5106;1656
łódzkie;gm. Burzenin;"=""101405""";6;4549;884
łódzkie;gm. Goszczanów;"=""101406""";6;4493;1219
łódzkie;gm. Klonowa;"=""101407""";4;2382;659
łódzkie;gm. Sieradz;"=""101408""";6;8212;5700
łódzkie;gm. Warta;"=""101409""";11;9749;2217
łódzkie;gm. Wróblew;"=""101410""";4;5009;1194
łódzkie;gm. Złoczew;"=""101411""";7;5946;2173
łódzkie;gm. Bolimów;"=""101501""";5;4003;403
łódzkie;gm. Głuchów;"=""101502""";4;4726;3750
łódzkie;gm. Godzianów;"=""101503""";2;2100;900
łódzkie;gm. Kowiesy;"=""101504""";5;2468;860
łódzkie;gm. Lipce Reymontowskie;"=""101505""";3;2682;1450
łódzkie;gm. Maków;"=""101506""";6;4896;2385
łódzkie;gm. Nowy Kawęczyn;"=""101507""";4;2797;946
łódzkie;gm. Skierniewice;"=""101508""";8;5848;1750
łódzkie;gm. Słupia;"=""101509""";2;2146;700
łódzkie;m. Tomaszów Mazowiecki;"=""101601""";23;51230;8701
łódzkie;gm. Będków;"=""101602""";3;2804;421
łódzkie;gm. Budziszewice;"=""101603""";3;1810;272
łódzkie;gm. Czerniewice;"=""101604""";4;4210;632
łódzkie;gm. Inowłódz;"=""101605""";4;3242;486
łódzkie;gm. Lubochnia;"=""101606""";7;5527;828
łódzkie;gm. Rokiciny;"=""101607""";4;5035;756
łódzkie;gm. Rzeczyca;"=""101608""";4;3985;598
łódzkie;gm. Tomaszów Mazowiecki;"=""101609""";9;8639;1296
łódzkie;gm. Ujazd;"=""101610""";8;6418;1078
łódzkie;gm. Żelechlinek;"=""101611""";4;2708;406
łódzkie;gm. Biała;"=""101701""";7;4502;1715
łódzkie;gm. Czarnożyły;"=""101702""";4;3686;550
łódzkie;gm. Konopnica;"=""101703""";6;3184;213
łódzkie;gm. Mokrsko;"=""101704""";6;4386;1415
łódzkie;gm. Osjaków;"=""101705""";6;3883;1055
łódzkie;gm. Ostrówek;"=""101706""";5;3583;946
łódzkie;gm. Pątnów;"=""101707""";9;5256;1521
łódzkie;gm. Skomlin;"=""101708""";4;2650;850
łódzkie;gm. Wieluń;"=""101709""";23;26547;8603
łódzkie;gm. Wierzchlas;"=""101710""";7;5420;2715
łódzkie;gm. Bolesławiec;"=""101801""";4;3040;590
łódzkie;gm. Czastary;"=""101802""";3;3194;2455
łódzkie;gm. Galewice;"=""101803""";5;5019;932
łódzkie;gm. Lututów;"=""101804""";6;3936;450
łódzkie;gm. Łubnice;"=""101805""";3;3376;1150
łódzkie;gm. Sokolniki;"=""101806""";4;3998;390
łódzkie;gm. Wieruszów;"=""101807""";12;11495;4363
łódzkie;m. Zduńska Wola;"=""101901""";21;34690;11741
łódzkie;gm. Szadek;"=""101902""";7;6034;6034
łódzkie;gm. Zapolice;"=""101903""";4;3359;865
łódzkie;gm. Zduńska Wola;"=""101904""";7;9447;2910
łódzkie;m. Głowno;"=""102001""";9;12038;6355
łódzkie;m. Ozorków;"=""102002""";15;16017;8520
łódzkie;m. Zgierz;"=""102003""";36;45315;16510
łódzkie;gm. Aleksandrów Łódzki;"=""102004""";17;24021;10696
łódzkie;gm. Głowno;"=""102005""";6;3952;1267
łódzkie;gm. Ozorków;"=""102006""";7;5758;655
łódzkie;gm. Parzęczew;"=""102007""";9;4021;742
łódzkie;gm. Stryków;"=""102008""";10;10099;3741
łódzkie;gm. Zgierz;"=""102009""";9;10284;3867
łódzkie;m. Brzeziny;"=""102101""";7;10010;2208
łódzkie;gm. Brzeziny;"=""102102""";5;4175;2150
łódzkie;gm. Dmosin;"=""102103""";8;3773;2920
łódzkie;gm. Jeżów;"=""102104""";9;2769;1056
łódzkie;gm. Rogów;"=""102105""";7;3904;703
łódzkie;m. Łódź;"=""106101""";383;569097;93323
łódzkie;m. Piotrków Trybunalski;"=""106201""";37;59307;8899
łódzkie;m. Skierniewice;"=""106301""";25;38781;5577
małopolskie;m. Bochnia;"=""120101""";16;23564;5947
małopolskie;gm. Bochnia;"=""120102""";16;15455;9336
małopolskie;gm. Drwinia;"=""120103""";5;5206;1223
małopolskie;gm. Lipnica Murowana;"=""120104""";5;4409;560
małopolskie;gm. Łapanów;"=""120105""";5;6200;2542
małopolskie;gm. Nowy Wiśnicz;"=""120106""";8;10549;1530
małopolskie;gm. Rzezawa;"=""120107""";9;8754;4500
małopolskie;gm. Trzciana;"=""120108""";5;4202;1500
małopolskie;gm. Żegocina;"=""120109""";4;4110;2450
małopolskie;gm. Borzęcin;"=""120201""";6;6801;3710
małopolskie;gm. Brzesko;"=""120202""";24;29156;13017
małopolskie;gm. Czchów;"=""120203""";8;8148;4105
małopolskie;gm. Dębno;"=""120204""";11;11599;9827
małopolskie;gm. Gnojnik;"=""120205""";6;6048;687
małopolskie;gm. Iwkowa;"=""120206""";4;4799;2000
małopolskie;gm. Szczurowa;"=""120207""";11;7867;2671
małopolskie;gm. Alwernia;"=""120301""";8;10398;4298
małopolskie;gm. Babice;"=""120302""";9;7438;2242
małopolskie;gm. Chrzanów;"=""120303""";28;38605;14956
małopolskie;gm. Libiąż;"=""120304""";15;18354;8100
małopolskie;gm. Trzebinia;"=""120305""";25;27779;9705
małopolskie;gm. Bolesław;"=""120401""";2;2376;2000
małopolskie;gm. Dąbrowa Tarnowska;"=""120402""";18;16662;7696
małopolskie;gm. Gręboszów;"=""120403""";4;2977;2220
małopolskie;gm. Mędrzechów;"=""120404""";3;2852;930
małopolskie;gm. Olesno;"=""120405""";8;6420;2530
małopolskie;gm. Radgoszcz;"=""120406""";7;5900;3800
małopolskie;gm. Szczucin;"=""120407""";9;10837;2786
małopolskie;m. Gorlice;"=""120501""";22;23154;4984
małopolskie;gm. Biecz;"=""120502""";13;13873;9000
małopolskie;gm. Bobowa;"=""120503""";8;7344;4600
małopolskie;gm. Gorlice;"=""120504""";11;13770;7483
małopolskie;gm. Lipinki;"=""120505""";7;5578;2679
małopolskie;gm. Łużna;"=""120506""";9;6666;4310
małopolskie;gm. Moszczenica;"=""120507""";3;3883;70
małopolskie;gm. Ropa;"=""120508""";5;4067;847
małopolskie;gm. Sękowa;"=""120509""";6;4055;560
małopolskie;gm. Uście Gorlickie;"=""120510""";10;5095;1040
małopolskie;gm. Czernichów;"=""120601""";12;11175;3668
małopolskie;gm. Igołomia-Wawrzeńczyce;"=""120602""";7;6191;1901
małopolskie;gm. Iwanowice;"=""120603""";6;7059;2750
małopolskie;gm. Jerzmanowice-Przeginia;"=""120604""";8;8784;2665
małopolskie;gm. Kocmyrzów-Luborzyca;"=""120605""";10;11540;2720
małopolskie;gm. Krzeszowice;"=""120606""";24;26119;9890
małopolskie;gm. Liszki;"=""120607""";12;12204;3013
małopolskie;gm. Michałowice;"=""120608""";5;7480;3560
małopolskie;gm. Mogilany;"=""120609""";8;10214;4750
małopolskie;gm. Skała;"=""120610""";7;8205;3395
małopolskie;gm. Skawina;"=""120611""";25;33993;13237
małopolskie;gm. Słomniki;"=""120612""";12;11354;3208
małopolskie;gm. Sułoszowa;"=""120613""";5;4686;2300
małopolskie;gm. Świątniki Górne;"=""120614""";5;7819;2340
małopolskie;gm. Wielka Wieś;"=""120615""";8;8734;3483
małopolskie;gm. Zabierzów;"=""120616""";21;20241;16175
małopolskie;gm. Zielonki;"=""120617""";12;15368;4866
małopolskie;m. Limanowa;"=""120701""";12;12061;3622
małopolskie;m. Mszana Dolna;"=""120702""";4;6211;1474
małopolskie;gm. Dobra;"=""120703""";9;7918;5970
małopolskie;gm. Jodłownik;"=""120704""";7;6322;3400
małopolskie;gm. Kamienica;"=""120705""";6;5804;2795
małopolskie;gm. Laskowa;"=""120706""";7;5670;2902
małopolskie;gm. Limanowa;"=""120707""";19;18781;6144
małopolskie;gm. Łukowica;"=""120708""";7;7402;3300
małopolskie;gm. Mszana Dolna;"=""120709""";11;13134;11030
małopolskie;gm. Niedźwiedź;"=""120710""";4;5434;2681
małopolskie;gm. Słopnice;"=""120711""";5;4648;1584
małopolskie;gm. Tymbark;"=""120712""";5;5018;2130
małopolskie;gm. Charsznica;"=""120801""";7;6229;2045
małopolskie;gm. Gołcza;"=""120802""";7;5099;1144
małopolskie;gm. Kozłów;"=""120803""";9;3972;825
małopolskie;gm. Książ Wielki;"=""120804""";10;4290;3570
małopolskie;gm. Miechów;"=""120805""";20;16087;8084
małopolskie;gm. Racławice;"=""120806""";3;2131;448
małopolskie;gm. Słaboszów;"=""120807""";4;3074;307
małopolskie;gm. Dobczyce;"=""120901""";9;11735;4240
małopolskie;gm. Lubień;"=""120902""";5;7603;3784
małopolskie;gm. Myślenice;"=""120903""";25;33821;9088
małopolskie;gm. Pcim;"=""120904""";7;8414;2297
małopolskie;gm. Raciechowice;"=""120905""";5;5019;3790
małopolskie;gm. Siepraw;"=""120906""";4;6663;5400
małopolskie;gm. Sułkowice;"=""120907""";9;11371;6641
małopolskie;gm. Tokarnia;"=""120908""";6;6609;3218
małopolskie;gm. Wiśniowa;"=""120909""";7;5559;4534
małopolskie;m. Grybów;"=""121001""";5;4896;1910
małopolskie;gm. Chełmiec;"=""121002""";21;21045;9188
